,Costs
1866,79711.0
1867,77011.0
1868,78172.0
1869,76075.0
1870,78703.0
1871,76075.0
1872,77830.0
1873,76534.0
1874,77632.0
1875,78595.0
1876,78991.0
1877,77407.0
1878,80737.0
1879,77938.0
1880,77911.0
1881,76723.0
1882,78883.0
1883,78073.0
1884,75229.0
1885,77758.0
1886,76921.0
1887,78442.0
1888,78883.0
1889,75166.0
1890,76597.0
1891,76444.0
1892,76057.0
1893,76678.0
1894,74572.0
1895,75850.0
1896,78802.0
1897,77236.0
1898,77551.0
1899,75904.0
1900,79792.0
1901,75445.0
1902,78586.0
1903,78892.0
1904,76057.0
1905,76336.0
1906,76489.0
1907,76759.0
1908,76534.0
1909,77875.0
1910,79963.0
1911,76201.0
1912,79918.0
1913,77164.0
1914,75634.0
1915,76138.0
1916,78046.0
1917,78658.0
1918,76903.0
1919,77560.0
1920,76426.0
1921,75724.0
1922,76093.0
1923,76102.0
1924,77308.0
1925,77047.0
1926,75427.0
1927,77623.0
1928,75949.0
1929,76120.0
1930,74779.0
1931,75949.0
1932,77938.0
1933,78298.0
1934,76192.0
1935,77857.0
1936,76606.0
1937,77848.0
1938,78838.0
1939,76651.0
1940,75976.0
1941,79135.0
1942,75832.0
1943,78667.0
1944,77731.0
1945,76849.0
1946,74707.0
1947,74626.0
1948,79783.0
1949,78676.0
1950,78937.0
1951,78235.0
1952,76444.0
1953,75220.0
1954,76363.0
1955,77299.0
1956,76948.0
1957,79279.0
1958,76903.0
1959,76831.0
1960,76372.0
1961,73969.0
1962,77182.0
1963,77317.0
1964,78901.0
1965,77632.0
1966,74815.0
1967,74779.0
1968,78037.0
1969,78316.0
1970,77380.0
1971,78289.0
1972,76975.0
1973,79495.0
1974,77488.0
1975,75103.0
1976,78280.0
1977,76552.0
1978,76489.0
1979,79252.0
1980,76957.0
1981,76048.0
1982,76696.0
1983,76552.0
1984,78424.0
1985,75022.0
1986,78919.0
1987,76633.0
1988,76192.0
1989,77038.0
1990,78001.0
1991,76786.0
1992,79108.0
1993,78199.0
1994,78019.0
1995,77587.0
1996,78937.0
1997,76444.0
1998,76840.0
1999,79405.0
2000,78406.0
2001,76282.0
2002,78496.0
2003,76561.0
2004,76417.0
2005,77650.0
2006,78118.0
2007,75823.0
2008,77884.0
2009,76984.0
2010,74833.0
2011,76768.0
2012,76939.0
2013,78019.0
2014,77245.0
2015,80359.0
2016,77614.0
2017,77614.0
2018,79378.0
2019,77443.0
2020,76453.0
2021,76966.0
2022,75337.0
2023,78478.0
2024,77776.0
2025,76048.0
2026,76192.0
2027,79036.0
2028,79981.0
2029,75292.0
2030,79450.0
2031,75733.0
2032,77056.0
2033,75868.0
2034,76264.0
2035,77524.0
2036,76948.0
2037,78406.0
2038,80170.0
2039,77632.0
2040,80134.0
2041,76579.0
2042,76597.0
2043,75544.0
2044,78892.0
2045,76615.0
2046,76993.0
2047,76768.0
2048,78613.0
2049,75724.0
2050,78586.0
2051,80611.0
2052,76633.0
2053,77623.0
2054,80143.0
2055,77200.0
2056,77281.0
2057,78820.0
2058,77623.0
2059,77164.0
2060,77164.0
2061,76462.0
2062,78469.0
2063,76660.0
2064,78127.0
2065,77830.0
2066,75436.0
2067,79612.0
2068,78595.0
2069,78316.0
2070,75868.0
2071,79693.0
2072,78262.0
2073,74671.0
2074,77830.0
2075,73735.0
2076,76273.0
2077,75166.0
2078,77578.0
2079,76390.0
2080,77749.0
2081,78649.0
2082,75391.0
2083,75580.0
2084,76444.0
2085,76354.0
2086,78658.0
2087,79315.0
2088,77866.0
2089,75472.0
2090,76993.0
2091,77020.0
2092,78613.0
2093,78937.0
2094,78226.0
2095,76912.0
2096,77020.0
2097,73753.0
2098,79270.0
2099,77740.0
2100,75436.0
2101,78406.0
2102,76813.0
2103,78991.0
2104,77722.0
2105,77704.0
2106,78163.0
2107,74626.0
2108,78388.0
2109,77272.0
2110,77137.0
2111,78748.0
2112,77434.0
2113,78307.0
2114,76561.0
2115,77146.0
2116,76867.0
2117,77299.0
2118,78217.0
2119,76822.0
2120,76273.0
2121,76417.0
2122,76705.0
2123,78406.0
2124,78991.0
2125,76129.0
2126,78442.0
2127,78613.0
2128,78028.0
2129,76579.0
2130,80377.0
2131,78262.0
2132,75481.0
2133,77983.0
2134,79621.0
2135,75526.0
2136,79153.0
2137,76237.0
2138,78829.0
2139,77092.0
2140,78388.0
2141,76975.0
2142,76804.0
2143,79999.0
2144,78424.0
2145,77020.0
2146,78415.0
2147,77947.0
2148,78073.0
2149,78055.0
2150,77146.0
2151,75067.0
2152,74725.0
2153,78946.0
2154,78343.0
2155,76552.0
2156,77488.0
2157,75274.0
2158,79585.0
2159,73726.0
2160,76561.0
2161,77119.0
2162,80350.0
2163,75535.0
2164,77308.0
2165,76480.0
2166,75895.0
2167,74374.0
2168,76399.0
2169,76381.0
2170,75985.0
2171,76444.0
2172,77533.0
2173,76894.0
2174,78172.0
2175,77110.0
2176,74905.0
2177,77002.0
2178,77065.0
2179,77479.0
2180,77956.0
2181,78010.0
2182,76687.0
2183,78505.0
2184,77236.0
2185,76201.0
2186,79360.0
2187,78388.0
2188,76318.0
2189,78370.0
2190,77524.0
2191,79828.0
2192,76336.0
2193,77578.0
2194,76840.0
2195,79225.0
2196,79675.0
2197,77938.0
2198,78073.0
2199,76777.0
2200,75076.0
2201,80080.0
2202,76777.0
2203,80818.0
2204,77362.0
2205,78073.0
2206,79594.0
2207,78244.0
2208,79621.0
2209,76183.0
2210,77605.0
2211,75904.0
2212,74995.0
2213,76849.0
2214,78370.0
2215,78307.0
2216,78343.0
2217,76795.0
2218,74140.0
2219,74878.0
2220,75877.0
2221,77227.0
2222,76372.0
2223,74968.0
2224,76669.0
2225,80413.0
2226,77272.0
2227,78244.0
2228,74977.0
2229,77983.0
2230,79477.0
2231,76561.0
2232,77578.0
2233,75067.0
2234,76714.0
2235,77362.0
2236,79729.0
2237,75724.0
2238,79603.0
2239,78415.0
2240,78145.0
2241,76300.0
2242,77650.0
2243,80566.0
2244,77092.0
2245,78298.0
2246,78586.0
2247,81214.0
2248,77704.0
2249,77317.0
2250,76489.0
2251,75823.0
2252,76552.0
2253,79486.0
2254,77416.0
2255,79720.0
2256,78442.0
2257,74851.0
2258,75463.0
2259,75031.0
2260,80143.0
2261,79666.0
2262,76030.0
2263,78487.0
2264,79162.0
2265,78424.0
2266,76714.0
2267,77515.0
2268,77965.0
2269,77245.0
2270,74491.0
2271,79477.0
2272,74068.0
2273,77461.0
2274,77029.0
2275,75760.0
2276,80440.0
2277,76399.0
2278,79441.0
2279,77371.0
2280,78595.0
2281,78163.0
2282,77119.0
2283,76624.0
2284,79792.0
2285,78289.0
2286,78154.0
2287,78019.0
2288,75832.0
2289,77551.0
2290,80449.0
2291,77605.0
2292,76930.0
2293,79603.0
2294,76930.0
2295,78469.0
2296,75355.0
2297,76516.0
2298,78415.0
2299,77371.0
2300,78622.0
2301,78226.0
2302,77317.0
2303,79090.0
2304,76831.0
2305,75814.0
2306,74653.0
2307,79963.0
2308,76210.0
2309,76291.0
2310,78712.0
2311,79900.0
2312,75607.0
2313,75607.0
2314,78730.0
2315,77200.0
2316,78334.0
2317,77299.0
2318,78316.0
2319,76894.0
2320,78316.0
2321,77434.0
2322,78811.0
2323,78532.0
2324,77407.0
2325,75580.0
2326,78487.0
2327,79315.0
2328,74563.0
2329,75364.0
2330,79585.0
2331,77056.0
2332,79909.0
2333,74464.0
2334,77074.0
2335,80089.0
2336,78424.0
2337,77785.0
2338,77254.0
2339,77713.0
2340,75571.0
2341,78181.0
2342,78037.0
2343,75175.0
2344,81178.0
2345,79711.0
2346,78199.0
2347,74167.0
2348,77524.0
2349,77803.0
2350,77623.0
2351,75652.0
2352,75283.0
2353,81025.0
2354,78550.0
2355,76723.0
2356,76300.0
2357,75562.0
2358,79495.0
2359,77110.0
2360,76264.0
2361,72916.0
2362,81862.0
2363,79873.0
2364,78676.0
2365,76984.0
2366,77479.0
2367,78253.0
2368,76138.0
2369,74122.0
2370,75103.0
2371,78253.0
2372,76687.0
2373,77533.0
2374,80413.0
2375,78640.0
2376,77650.0
2377,76588.0
2378,77713.0
2379,77335.0
2380,77299.0
2381,78163.0
2382,77776.0
2383,79099.0
2384,79369.0
2385,78793.0
2386,76840.0
2387,77794.0
2388,76786.0
2389,81556.0
2390,76066.0
2391,77677.0
2392,79198.0
2393,77128.0
2394,75895.0
2395,78505.0
2396,79261.0
2397,76894.0
2398,77785.0
2399,77308.0
2400,77560.0
2401,76435.0
2402,77461.0
2403,76858.0
2404,75679.0
2405,78352.0
2406,78442.0
2407,75949.0
2408,75229.0
2409,76822.0
2410,77038.0
2411,76831.0
2412,76426.0
2413,76822.0
2414,78559.0
2415,78622.0
2416,77407.0
2417,76174.0
2418,77281.0
2419,78658.0
2420,76696.0
2421,76678.0
2422,76858.0
2423,74482.0
2424,79297.0
2425,79378.0
2426,76669.0
2427,75661.0
2428,77983.0
2429,75805.0
2430,79090.0
2431,77929.0
2432,75328.0
2433,76984.0
2434,77137.0
2435,76156.0
2436,75040.0
2437,77371.0
2438,78298.0
2439,78082.0
2440,77218.0
2441,76849.0
2442,75715.0
2443,80773.0
2444,77740.0
2445,79288.0
2446,81340.0
2447,77272.0
2448,76759.0
2449,75166.0
2450,76939.0
2451,80584.0
2452,76696.0
2453,80989.0
2454,76237.0
2455,76336.0
2456,78523.0
2457,80062.0
2458,76993.0
2459,76363.0
2460,76255.0
2461,75472.0
2462,77101.0
2463,78568.0
2464,77002.0
2465,76345.0
2466,79621.0
2467,78352.0
2468,76498.0
2469,75490.0
2470,82177.0
2471,77461.0
2472,77362.0
2473,77362.0
2474,78622.0
2475,75364.0
2476,74428.0
2477,76345.0
2478,79099.0
2479,78244.0
2480,78091.0
2481,78154.0
2482,79216.0
2483,78172.0
2484,75796.0
2485,80989.0
2486,77443.0
2487,76957.0
2488,79693.0
2489,80206.0
2490,77119.0
2491,75832.0
2492,79045.0
2493,77227.0
2494,77812.0
2495,78289.0
2496,78091.0
2497,76138.0
2498,77452.0
2499,78109.0
2500,75508.0
2501,75400.0
2502,78082.0
2503,77551.0
2504,77425.0
2505,78631.0
2506,79216.0
2507,80053.0
2508,78001.0
2509,77551.0
2510,77749.0
2511,77830.0
2512,76759.0
2513,78325.0
2514,78613.0
2515,76894.0
2516,74824.0
2517,75229.0
2518,78514.0
2519,74941.0
2520,76255.0
2521,74122.0
2522,78154.0
2523,76714.0
2524,81304.0
2525,74986.0
2526,77380.0
2527,77614.0
2528,74698.0
2529,77929.0
2530,79333.0
2531,78316.0
2532,76426.0
2533,75985.0
2534,76444.0
2535,77119.0
2536,76831.0
2537,79738.0
2538,76480.0
2539,77560.0
2540,74941.0
2541,75868.0
2542,75688.0
2543,80395.0
2544,77065.0
2545,77389.0
2546,78559.0
2547,74338.0
2548,76426.0
2549,78577.0
2550,79675.0
2551,78604.0
2552,75481.0
2553,77038.0
2554,76786.0
2555,80314.0
2556,77200.0
2557,78640.0
2558,76399.0
2559,78190.0
2560,77128.0
2561,80449.0
2562,77092.0
2563,76327.0
2564,76678.0
2565,72646.0
2566,78757.0
2567,77065.0
2568,79738.0
2569,78343.0
2570,78199.0
2571,76120.0
2572,78262.0
2573,76093.0
2574,76912.0
2575,78919.0
2576,77344.0
2577,78829.0
2578,80530.0
2579,75130.0
2580,77902.0
2581,78154.0
2582,78199.0
2583,77578.0
2584,75616.0
2585,78982.0
2586,76390.0
2587,72664.0
2588,76093.0
2589,78424.0
2590,77956.0
2591,76480.0
2592,74851.0
2593,77821.0
2594,78442.0
2595,77344.0
2596,76417.0
2597,76165.0
2598,78514.0
2599,78136.0
2600,77065.0
2601,74626.0
2602,79801.0
2603,77020.0
2604,76849.0
2605,80161.0
2606,82285.0
2607,76660.0
2608,77452.0
2609,77173.0
2610,80422.0
2611,77533.0
2612,80449.0
2613,76687.0
2614,77641.0
2615,77704.0
2616,76516.0
2617,76975.0
2618,76201.0
2619,76138.0
2620,77200.0
2621,79495.0
2622,78271.0
2623,75508.0
2624,78685.0
2625,77839.0
2626,78145.0
2627,75328.0
2628,78235.0
2629,77011.0
2630,77497.0
2631,76084.0
2632,79288.0
2633,77785.0
2634,75346.0
2635,77245.0
2636,75427.0
2637,74752.0
2638,76552.0
2639,77983.0
2640,77902.0
2641,76372.0
2642,78685.0
2643,74122.0
2644,76633.0
2645,76210.0
2646,72889.0
2647,76930.0
2648,76957.0
2649,74563.0
2650,74698.0
2651,78640.0
2652,78766.0
2653,77416.0
2654,79432.0
2655,76678.0
2656,77929.0
2657,75319.0
2658,79531.0
2659,74509.0
2660,76786.0
2661,80863.0
2662,75094.0
2663,78388.0
2664,77992.0
2665,75544.0
2666,73474.0
2667,78604.0
2668,77623.0
2669,77218.0
2670,75157.0
2671,77074.0
2672,78865.0
2673,75949.0
2674,76768.0
2675,77596.0
2676,77290.0
2677,77182.0
2678,76255.0
2679,79936.0
2680,77668.0
2681,76327.0
2682,74986.0
2683,74266.0
2684,75850.0
2685,74797.0
2686,77578.0
2687,76642.0
2688,77056.0
2689,78487.0
2690,77110.0
2691,78028.0
2692,78136.0
2693,80197.0
2694,76543.0
2695,77506.0
2696,78622.0
2697,80701.0
2698,76561.0
2699,78568.0
2700,79270.0
2701,77389.0
2702,81277.0
2703,77344.0
2704,77353.0
2705,78244.0
2706,76660.0
2707,76408.0
2708,78253.0
2709,81241.0
2710,75526.0
2711,80116.0
2712,77902.0
2713,75535.0
2714,77461.0
2715,75778.0
2716,77470.0
2717,78721.0
2718,75922.0
2719,75769.0
2720,77335.0
2721,77146.0
2722,76732.0
2723,74590.0
2724,77938.0
2725,76993.0
2726,76840.0
2727,78046.0
2728,76948.0
2729,77470.0
2730,75760.0
2731,78235.0
2732,78235.0
2733,76768.0
2734,79261.0
2735,77641.0
2736,80467.0
2737,79711.0
2738,78433.0
2739,79252.0
2740,79486.0
2741,76057.0
2742,76597.0
2743,79441.0
2744,77713.0
2745,78325.0
2746,77335.0
2747,77443.0
2748,76624.0
2749,77137.0
2750,78469.0
2751,76858.0
2752,79675.0
2753,78001.0
2754,77218.0
2755,77011.0
2756,79540.0
2757,78631.0
2758,76048.0
2759,75625.0
2760,76282.0
2761,77848.0
2762,76156.0
2763,76957.0
2764,75832.0
2765,80998.0
2766,76966.0
2767,76399.0
2768,77902.0
2769,76993.0
2770,76300.0
2771,77857.0
2772,79450.0
2773,74662.0
2774,77317.0
2775,76264.0
2776,77632.0
2777,77713.0
2778,78361.0
2779,80620.0
2780,76768.0
2781,78820.0
2782,77614.0
2783,80656.0
2784,77317.0
2785,80125.0
2786,76408.0
2787,77326.0
2788,78109.0
2789,76588.0
2790,76210.0
2791,77173.0
2792,74239.0
2793,77641.0
2794,77218.0
2795,75994.0
2796,78154.0
2797,78640.0
2798,80323.0
2799,77947.0
2800,76813.0
2801,78451.0
2802,76786.0
2803,76651.0
2804,74446.0
2805,76633.0
2806,78577.0
2807,80467.0
2808,76237.0
2809,77182.0
2810,76003.0
2811,77848.0
2812,73834.0
2813,78343.0
2814,78226.0
2815,78550.0
2816,76867.0
2817,78694.0
2818,75508.0
2819,75931.0
2820,77281.0
2821,79216.0
2822,77587.0
2823,81241.0
2824,76399.0
2825,77137.0
2826,75256.0
2827,78667.0
2828,76084.0
2829,76831.0
2830,79324.0
2831,76327.0
2832,77515.0
2833,78460.0
2834,77596.0
2835,79018.0
2836,76390.0
2837,78154.0
2838,78505.0
2839,78280.0
2840,75058.0
2841,78334.0
2842,78451.0
2843,79180.0
2844,77470.0
2845,77668.0
2846,77695.0
2847,74437.0
2848,74626.0
2849,75382.0
2850,78532.0
2851,75832.0
2852,76678.0
2853,78289.0
2854,77920.0
2855,78082.0
2856,79747.0
2857,76408.0
2858,77272.0
2859,76552.0
2860,77038.0
2861,76435.0
2862,77893.0
2863,76336.0
2864,78433.0
2865,76615.0
2866,76336.0
2867,79576.0
2868,77254.0
2869,77686.0
2870,78262.0
2871,77947.0
2872,77281.0
2873,76309.0
2874,73384.0
2875,79063.0
2876,75202.0
2877,77371.0
2878,75976.0
2879,76957.0
2880,78397.0
2881,77830.0
2882,76597.0
2883,78793.0
2884,76795.0
2885,79288.0
2886,77218.0
2887,77686.0
2888,73969.0
2889,75616.0
2890,77218.0
2891,76318.0
2892,79117.0
2893,73582.0
2894,77083.0
2895,77713.0
2896,77398.0
2897,76399.0
2898,75760.0
2899,75976.0
2900,79648.0
2901,76948.0
2902,76435.0
2903,79558.0
2904,76696.0
2905,77389.0
2906,76264.0
2907,77425.0
2908,75184.0
2909,79009.0
2910,77236.0
2911,77488.0
2912,74860.0
2913,79891.0
2914,78433.0
2915,77677.0
2916,76750.0
2917,76813.0
2918,76858.0
2919,78856.0
2920,79459.0
2921,78082.0
2922,75958.0
2923,77605.0
2924,78136.0
2925,79162.0
2926,75652.0
2927,77740.0
2928,75220.0
2929,76012.0
2930,75445.0
2931,76390.0
2932,77317.0
2933,80710.0
2934,75382.0
2935,78271.0
2936,79675.0
2937,75940.0
2938,77254.0
2939,77146.0
2940,76516.0
2941,76813.0
2942,72070.0
2943,76894.0
2944,75229.0
2945,76174.0
2946,75265.0
2947,77956.0
2948,79549.0
2949,76300.0
2950,75130.0
2951,79396.0
2952,76543.0
2953,79513.0
2954,74635.0
2955,76309.0
2956,78586.0
2957,75940.0
2958,75850.0
2959,77146.0
2960,76840.0
2961,76885.0
2962,78199.0
2963,77416.0
2964,74509.0
2965,77173.0
2966,78244.0
2967,80854.0
2968,79954.0
2969,77002.0
2970,78397.0
2971,79621.0
2972,75373.0
2973,76723.0
2974,76327.0
2975,82717.0
2976,76291.0
2977,78010.0
2978,74554.0
2979,79243.0
2980,79054.0
2981,78199.0
2982,74428.0
2983,78298.0
2984,74815.0
2985,79684.0
2986,78091.0
2987,77731.0
2988,79225.0
2989,73825.0
2990,76345.0
2991,76624.0
2992,79000.0
2993,79252.0
2994,76309.0
2995,75103.0
2996,79378.0
2997,76390.0
2998,77164.0
2999,78019.0
3000,76435.0
3001,74464.0
3002,75247.0
3003,78757.0
3004,79711.0
3005,77155.0
3006,79576.0
3007,75067.0
3008,76993.0
3009,78649.0
3010,75724.0
3011,77317.0
3012,76867.0
3013,78343.0
3014,75301.0
3015,76822.0
3016,76993.0
3017,77893.0
3018,76984.0
3019,79378.0
3020,76552.0
3021,77029.0
3022,77101.0
3023,74257.0
3024,73591.0
3025,80332.0
3026,73978.0
3027,78937.0
3028,79045.0
3029,75337.0
3030,79243.0
3031,78478.0
3032,74815.0
3033,76696.0
3034,78541.0
3035,73942.0
3036,79882.0
3037,76237.0
3038,77353.0
3039,79720.0
3040,76345.0
3041,78793.0
3042,74914.0
3043,77416.0
3044,74689.0
3045,76318.0
3046,75598.0
3047,76795.0
3048,79702.0
3049,76696.0
3050,75841.0
3051,78550.0
3052,73537.0
3053,81304.0
3054,77506.0
3055,78343.0
3056,76705.0
3057,76768.0
3058,75760.0
3059,77317.0
3060,79873.0
3061,76588.0
3062,75454.0
3063,78262.0
3064,76579.0
3065,76120.0
3066,78802.0
3067,77110.0
3068,77110.0
3069,77110.0
3070,80899.0
3071,80125.0
3072,77515.0
3073,78892.0
3074,80449.0
3075,77353.0
3076,76840.0
3077,76210.0
3078,77974.0
3079,75931.0
3080,77182.0
3081,76633.0
3082,76858.0
3083,78811.0
3084,75490.0
3085,76120.0
3086,77749.0
3087,78109.0
3088,81484.0
3089,77812.0
3090,76129.0
3091,77560.0
3092,78019.0
3093,79027.0
3094,77110.0
3095,77929.0
3096,74869.0
3097,77524.0
3098,78613.0
3099,79378.0
3100,79234.0
3101,78244.0
3102,79306.0
3103,73366.0
3104,77659.0
3105,74077.0
3106,77209.0
3107,77749.0
3108,79045.0
3109,76381.0
3110,78748.0
3111,78055.0
3112,77488.0
3113,79963.0
3114,75202.0
3115,76597.0
3116,74869.0
3117,75643.0
3118,76660.0
3119,79864.0
3120,75229.0
3121,77794.0
3122,76624.0
3123,77776.0
3124,78838.0
3125,78928.0
3126,76642.0
3127,76345.0
3128,78721.0
3129,75409.0
3130,77434.0
3131,79792.0
3132,77182.0
3133,77623.0
3134,77992.0
3135,77785.0
3136,78217.0
3137,77515.0
3138,76912.0
3139,77785.0
3140,77236.0
3141,76039.0
3142,80557.0
3143,78280.0
3144,75985.0
3145,79297.0
3146,76993.0
3147,78955.0
3148,77542.0
3149,77209.0
3150,78055.0
3151,77398.0
3152,76219.0
3153,79315.0
3154,76552.0
3155,77056.0
3156,76687.0
3157,75535.0
3158,77434.0
3159,78685.0
3160,78388.0
3161,76921.0
3162,74554.0
3163,75472.0
3164,77587.0
3165,78721.0
3166,77902.0
3167,79306.0
3168,76399.0
3169,78082.0
3170,77803.0
3171,76354.0
3172,75526.0
3173,76822.0
3174,78685.0
3175,73204.0
3176,76426.0
3177,75931.0
3178,77209.0
3179,77605.0
3180,79126.0
3181,76174.0
3182,77083.0
3183,78307.0
3184,78748.0
3185,79117.0
3186,76903.0
3187,78316.0
3188,78424.0
3189,78145.0
3190,76462.0
3191,76804.0
3192,77371.0
3193,75769.0
3194,78010.0
3195,74788.0
3196,77335.0
3197,76831.0
3198,78784.0
3199,76003.0
3200,78334.0
3201,77497.0
3202,79117.0
3203,74698.0
3204,74473.0
3205,78262.0
3206,76741.0
3207,78802.0
3208,78892.0
3209,78388.0
3210,78136.0
3211,80179.0
3212,76381.0
3213,75103.0
3214,76372.0
3215,78127.0
3216,77443.0
3217,78370.0
3218,75760.0
3219,76264.0
3220,77110.0
3221,76903.0
3222,79207.0
3223,78622.0
3224,78568.0
3225,77956.0
3226,76984.0
3227,77146.0
3228,77308.0
3229,77488.0
3230,76372.0
3231,76039.0
3232,79090.0
3233,74743.0
3234,77272.0
3235,74392.0
3236,78487.0
3237,76615.0
3238,77155.0
3239,76993.0
3240,76075.0
3241,77452.0
3242,78973.0
3243,78523.0
3244,73852.0
3245,78892.0
3246,77470.0
3247,78811.0
3248,76336.0
3249,74995.0
3250,77056.0
3251,78199.0
3252,77569.0
3253,78145.0
3254,76327.0
3255,78730.0
3256,78046.0
3257,77632.0
3258,75283.0
3259,77974.0
3260,77821.0
3261,77173.0
3262,75508.0
3263,76966.0
3264,76399.0
3265,77056.0
3266,76651.0
3267,75454.0
3268,76822.0
3269,78451.0
3270,77704.0
3271,78361.0
3272,75373.0
3273,76894.0
3274,76480.0
3275,76696.0
3276,77110.0
3277,77011.0
3278,74887.0
3279,76822.0
3280,75922.0
3281,75643.0
3282,75364.0
3283,77920.0
3284,76183.0
3285,79900.0
3286,74977.0
3287,81322.0
3288,75247.0
3289,77785.0
3290,75571.0
3291,76921.0
3292,76030.0
3293,76516.0
3294,79585.0
3295,77029.0
3296,77650.0
3297,75445.0
3298,77839.0
3299,77470.0
3300,75508.0
3301,74545.0
3302,76687.0
3303,75670.0
3304,79468.0
3305,78604.0
3306,80557.0
3307,78091.0
3308,77101.0
3309,76426.0
3310,74653.0
3311,74914.0
3312,77641.0
3313,75850.0
3314,76057.0
3315,77290.0
3316,78082.0
3317,79297.0
3318,77326.0
3319,79567.0
3320,77200.0
3321,77362.0
3322,79378.0
3323,78505.0
3324,76813.0
3325,76489.0
3326,77074.0
3327,78487.0
3328,75292.0
3329,79099.0
3330,76057.0
3331,78361.0
3332,74788.0
3333,76588.0
3334,72565.0
3335,78748.0
3336,78199.0
3337,76867.0
3338,75688.0
3339,80332.0
3340,75985.0
3341,76525.0
3342,75859.0
3343,77767.0
3344,77236.0
3345,73960.0
3346,75139.0
3347,79027.0
3348,76543.0
3349,79018.0
3350,76867.0
3351,76984.0
3352,78082.0
3353,80125.0
3354,78586.0
3355,75904.0
3356,78109.0
3357,75400.0
3358,76948.0
3359,76885.0
3360,79576.0
3361,77533.0
3362,78073.0
3363,80449.0
3364,76678.0
3365,76192.0
3366,76282.0
3367,78892.0
3368,78865.0
3369,76687.0
3370,76030.0
3371,78082.0
3372,78568.0
3373,76075.0
3374,77605.0
3375,77110.0
3376,76732.0
3377,79045.0
3378,77974.0
3379,79027.0
3380,81817.0
3381,74635.0
3382,78397.0
3383,75373.0
3384,77056.0
3385,76984.0
3386,75076.0
3387,77920.0
3388,76696.0
3389,78172.0
3390,77614.0
3391,75256.0
3392,77182.0
3393,77974.0
3394,78649.0
3395,73582.0
3396,78649.0
3397,76399.0
3398,77632.0
3399,77209.0
3400,76561.0
3401,76723.0
3402,76966.0
3403,78415.0
3404,77839.0
3405,77083.0
3406,76075.0
3407,78514.0
3408,76048.0
3409,77308.0
3410,75301.0
3411,74041.0
3412,76975.0
3413,80053.0
3414,77587.0
3415,77326.0
3416,77614.0
3417,78118.0
3418,76579.0
3419,73528.0
3420,76273.0
3421,77245.0
3422,77632.0
3423,77668.0
3424,75364.0
3425,75310.0
3426,75238.0
3427,78136.0
3428,75166.0
3429,80269.0
3430,78523.0
3431,78838.0
3432,76156.0
3433,74797.0
3434,77155.0
3435,75031.0
3436,78325.0
3437,74437.0
3438,76138.0
3439,77389.0
3440,76903.0
3441,79342.0
3442,77254.0
3443,77569.0
3444,77884.0
3445,76777.0
3446,79513.0
3447,77713.0
3448,78325.0
3449,75922.0
3450,75202.0
3451,76336.0
3452,75022.0
3453,77398.0
3454,75841.0
3455,79036.0
3456,77695.0
3457,77542.0
3458,75688.0
3459,81466.0
3460,77353.0
3461,76975.0
3462,76057.0
3463,78136.0
3464,78937.0
3465,78370.0
3466,77452.0
3467,77380.0
3468,75643.0
3469,76624.0
3470,75391.0
3471,77569.0
3472,79648.0
3473,77587.0
3474,78082.0
3475,76048.0
3476,77488.0
3477,76183.0
3478,77173.0
3479,81043.0
3480,79081.0
3481,76030.0
3482,79360.0
3483,79423.0
3484,76399.0
3485,80818.0
3486,75364.0
3487,76345.0
3488,75103.0
3489,77740.0
3490,77092.0
3491,79756.0
3492,79774.0
3493,77893.0
3494,77560.0
3495,78073.0
3496,78109.0
3497,79810.0
3498,76849.0
3499,78901.0
3500,79225.0
3501,75607.0
3502,75832.0
3503,77074.0
3504,77605.0
3505,81394.0
3506,76786.0
3507,77704.0
3508,77713.0
3509,80269.0
3510,77686.0
3511,74302.0
3512,77281.0
3513,75472.0
3514,76714.0
3515,78334.0
3516,76723.0
3517,78199.0
3518,79162.0
3519,78100.0
3520,77281.0
3521,78343.0
3522,77488.0
3523,76633.0
3524,79891.0
3525,74095.0
3526,79414.0
3527,78973.0
3528,77137.0
3529,77065.0
3530,76669.0
3531,77911.0
3532,77866.0
3533,75985.0
3534,80251.0
3535,76345.0
3536,76471.0
3537,75814.0
3538,78181.0
3539,76534.0
3540,74041.0
3541,79657.0
3542,76624.0
3543,79126.0
3544,75787.0
3545,77632.0
3546,75319.0
3547,76246.0
3548,73879.0
3549,77731.0
3550,78595.0
3551,76750.0
3552,74437.0
3553,76390.0
3554,78118.0
3555,78514.0
3556,78469.0
3557,77101.0
3558,77074.0
3559,76282.0
3560,76129.0
3561,74743.0
3562,77488.0
3563,78127.0
3564,78793.0
3565,74608.0
3566,77200.0
3567,76327.0
3568,76957.0
3569,75157.0
3570,76174.0
3571,79009.0
3572,77272.0
3573,76741.0
3574,75760.0
3575,76687.0
3576,78649.0
3577,76858.0
3578,78802.0
3579,75607.0
3580,75994.0
3581,77353.0
3582,77623.0
3583,75562.0
3584,75355.0
3585,80044.0
3586,76714.0
3587,76579.0
3588,76489.0
3589,74167.0
3590,74590.0
3591,78550.0
3592,80287.0
3593,74761.0
3594,77731.0
3595,76273.0
3596,76651.0
3597,75436.0
3598,75616.0
3599,77245.0
3600,78226.0
3601,76273.0
3602,78703.0
3603,77425.0
3604,75508.0
3605,79522.0
3606,76570.0
3607,77470.0
3608,78424.0
3609,76759.0
3610,76966.0
3611,78910.0
3612,76957.0
3613,77596.0
3614,75373.0
